grupo;snis_grupo;subgrupo;snis_subgrupo;snis_familias_informacao_indicador;snis_informacao_indicador;snis_unidade;codigo_variavel;nome_variavel
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre outros serviços;OS052 - Execução de coleta diferenciada de resíduos eletrônicos por outros agentes diferentes dos citados;[Sim/Não];OS052;Execução de coleta diferenciada de resíduos eletrônicos por outros agentes diferentes dos citados
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre outros serviços;OS053 - Outros (especificar);[Sim/Não];OS053;Outros (especificar)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO001 - O município possui Política de Saneamento Básico Conforme a Lei 11.445/2007?;[Sim/Não/Em elaboração/Informação não disponível];PO001;O município possui Política de Saneamento Básico Conforme a Lei 11.445/2007?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO002 - Quando foi aprovada?;[Mês/Ano];PO002;Quando foi aprovada?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO004 - Abastecimento de água;[Sim/Não];PO004;Abastecimento de água
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO005 - Esgotamento sanitário;[Sim/Não];PO005;Esgotamento sanitário
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO006 - Limpeza pública e manejo de resíduos sólidos;[Sim/Não];PO006;Limpeza pública e manejo de resíduos sólidos
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO007 - Drenagem urbana e manejo de águas pluviais;[Sim/Não];PO007;Drenagem urbana e manejo de águas pluviais
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO008 - Abastecimento de água;[Sim/Não];PO008;Abastecimento de água
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO009 - Nome do órgão;;PO009;Nome do órgão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO010 - Esgotamento sanitário;[Sim/Não];PO010;Esgotamento sanitário
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO011 - Nome do órgão;;PO011;Nome do órgão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO012 - Limpeza pública e manejo de resíduos sólidos;[Sim/Não];PO012;Limpeza pública e manejo de resíduos sólidos
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO013 - Nome do Órgão;;PO013;Nome do Órgão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO014 - Drenagem urbana e manejo de águas pluviais;[Sim/Não];PO014;Drenagem urbana e manejo de águas pluviais
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO015 - Nome do órgão;;PO015;Nome do órgão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO016 - O município adotou parâmetros para a garantia essencial à saúde pública?;[Sim/Não];PO016;O município adotou parâmetros para a garantia essencial à saúde pública?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO017 - Abastecimento de água;[Sim/Não];PO017;Abastecimento de água
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO018 - Esgotamento sanitário;[Sim/Não];PO018;Esgotamento sanitário
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO019 - Limpeza pública e manejo de resíduos sólidos;[Sim/Não];PO019;Limpeza pública e manejo de resíduos sólidos
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO020 - Drenagem urbana e manejo de águas pluviais;[Sim/Não];PO020;Drenagem urbana e manejo de águas pluviais
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO021 - O município definiu mecanismos de participação e controle social?;[Sim/Não];PO021;O município definiu mecanismos de participação e controle social?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO022 - Conselho ou órgão colegiado;[Sim/Não];PO022;Conselho ou órgão colegiado
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO023 - Conferência;[Sim/Não];PO023;Conferência
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO024 - Audiência pública;[Sim/Não];PO024;Audiência pública
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO025 - Outros;[Sim/Não];PO025;Outros
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO026 - O município fixou os direitos e deveres dos usuários;[Sim/Não];PO026;O município fixou os direitos e deveres dos usuários
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO027 - O município implementou o sistema de informação municipal de saneamento?;[Sim/Não/Informação não disponível];PO027;O município implementou o sistema de informação municipal de saneamento?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO028 - O município possui plano municipal de saneamento básico, elaborado nos termos estabelecidos na Lei 11.445/2007?;[Sim/Não];PO028;O município possui plano municipal de saneamento básico, elaborado nos termos estabelecidos na Lei 11.445/2007?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO029 - Quando foi aprovado?;[Mês/Ano];PO029;Quando foi aprovado?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO031 - Qual a vigência do plano?;[Mês/Ano];PO031;Qual a vigência do plano?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO033 - Qual a forma de aprovação do plano?;[Lei municipal/Decreto do poder executivo/Outro];PO033;Qual a forma de aprovação do plano?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO034 - Abastecimento de água;[Sim/Não];PO034;Abastecimento de água
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO035 - Esgotamento sanitário;[Sim/Não];PO035;Esgotamento sanitário
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO036 - Limpeza pública e manejo de resíduos sólidos;[Sim/Não];PO036;Limpeza pública e manejo de resíduos sólidos
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO037 - Drenagem urbana e manejo de águas pluviais;[Sim/Não];PO037;Drenagem urbana e manejo de águas pluviais
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO038 - As metas do plano para o abastecimento de água estão sendo alcançadas?;[Sim/Não/1° ano previsto para as metas é posterior a 2009.];PO038;As metas do plano para o abastecimento de água estão sendo alcançadas?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO039 - As metas do plano para o esgotamento sanitário estão sendo alcançadas?;[Sim/Não/1° ano previsto para as metas é posterior a 2009.];PO039;As metas do plano para o esgotamento sanitário estão sendo alcançadas?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO040 - As metas do plano para os resíduos sólidos estão sendo alcançadas?;[Sim/Não/1° ano previsto para as metas é posterior a 2009.];PO040;As metas do plano para os resíduos sólidos estão sendo alcançadas?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO041 - As metas do plano para drenagem de águas pluviais estão sendo alcançadas?;[Sim/Não/1° ano previsto para as metas é posterior a 2009.];PO041;As metas do plano para drenagem de águas pluviais estão sendo alcançadas?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO042 - O município é integrante de algum CONSÓRCIO INTERMUNICIPAL regulamentado pela Lei nº 11.107/2005 que tenha entre suas atribuições específicas a gestão ou prestação de um ou mais serviços de manejo de RSU (serviços de coleta de resíduos domiciliares ou públicos, operações de aterro sanitário etc.);[Sim/Não];PO042;O município é integrante de algum CONSÓRCIO INTERMUNICIPAL regulamentado pela Lei nº 11.107/2005 que tenha entre suas atribuições específicas a gestão ou prestação de um ou mais serviços de manejo de RSU (serviços de coleta de resíduos domiciliares ou públicos, operações de aterro sanitário etc.)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO043 - Nome do CONSÓRCIO INTERMUNICIPAL;;PO043;Nome do CONSÓRCIO INTERMUNICIPAL
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO044 - Qual o ano de adesão do município ao referido consórcio intermunicipal?;[Ano];PO044;Qual o ano de adesão do município ao referido consórcio intermunicipal?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO045 - Informe o nº/ano da Lei Municipal que autoriza o município a constituir o referido CONSÓRCIO INTERMUNICIPAL;[Lei/Ano (99999/aaaa)];PO045;Informe o nº/ano da Lei Municipal que autoriza o município a constituir o referido CONSÓRCIO INTERMUNICIPAL
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO046 - Quais os demais municípios integrantes do CONSÓRCIO INTERMUNICIPAL?;;PO046;Quais os demais municípios integrantes do CONSÓRCIO INTERMUNICIPAL?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO047 - Quais as modalidades ou tipos de serviços de manejo de RSU (limpeza urbana) são prestados pelo CONSÓRCIO INTERMUNICIPAL;;PO047;Quais as modalidades ou tipos de serviços de manejo de RSU (limpeza urbana) são prestados pelo CONSÓRCIO INTERMUNICIPAL
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO048 - O Município possui Plano Municipal de Gestão Integrada de Resíduos Sólidos (PMGIRS) conforme a Lei nº 12.305/2010 que trata da Política Nacional de Resíduos Sólidos?;[SIM/NÃO];PO048;O Município possui Plano Municipal de Gestão Integrada de Resíduos Sólidos (PMGIRS) conforme a Lei nº 12.305/2010 que trata da Política Nacional de Resíduos Sólidos?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO049 - Quando foi aprovado?;[MM/AAAA];PO049;Quando foi aprovado?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO050 - O Plano de Gestão de Resíduos Sólidos referido anteriormente é individualizado (somente para o município) ou é intermunicipal (regional) contemplando também outros municípios? ATENÇÃO: Não considerar o Plano Estadual como resposta!!!;[SÓ PARA O MUNICÍPIO/INTERMUNICIPAL];PO050;O Plano de Gestão de Resíduos Sólidos referido anteriormente é individualizado (somente para o município) ou é intermunicipal (regional) contemplando também outros municípios? ATENÇÃO: Não considerar o Plano Estadual como resposta!!!
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre política e plano municipal de saneamento básico;PO051 - Quais os demais municípios abrangidos pelo Plano de Gestão [Regional]?;[Informação de natureza descritiva.];PO051;Quais os demais municípios abrangidos pelo Plano de Gestão [Regional]?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações gerais;POP_TOT - População total do município (Fonte: IBGE):;[Habitantes];POP_TOT;População total do município (Fonte: IBGE):
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações gerais;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;[Habitantes];POP_TOT;População total do município do ano de referência (Fonte: IBGE):
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações gerais;POP_URB - População urbana do município (Fonte: IBGE);;POP_URB;População urbana do município (Fonte: IBGE)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações gerais;POP_URB - População urbana do município do ano de referência (Fonte: IBGE):;[Paralisações/ano];POP_URB;População urbana do município do ano de referência (Fonte: IBGE):
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD001 - Tipo de atendimento da portaria sobre qualidade da água;[Horas/ano];QD001;Tipo de atendimento da portaria sobre qualidade da água
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD002 - Quantidades de paralisações no sistema de distribuição de água;[Economias/ano];QD002;Quantidades de paralisações no sistema de distribuição de água
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD003 - Duração das paralisações;[Amostras/ano ];QD003;Duração das paralisações
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD004 - Quantidade de economias ativas atingidas por paralisações;[Amostras/ano];QD004;Quantidade de economias ativas atingidas por paralisações
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD006 - Quantidade de amostras para cloro residual (analisadas);[Amostras/ano];QD006;Quantidade de amostras para cloro residual (analisadas)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD007 - Quantidade de amostras para cloro residual com resultados fora do padrão;[Amostras/ano];QD007;Quantidade de amostras para cloro residual com resultados fora do padrão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD008 - Quantidade de amostras para turbidez (analisadas);[Extravasamentos/ano ];QD008;Quantidade de amostras para turbidez (analisadas)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD009 - Quantidade de amostras para turbidez fora do padrão;[Horas/ano];QD009;Quantidade de amostras para turbidez fora do padrão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD011 - Quantidades de extravasamentos de esgotos registrados;[Economias/ano];QD011;Quantidades de extravasamentos de esgotos registrados
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD012 - Duração dos extravasamentos registrados;[Amostras];QD012;Duração dos extravasamentos registrados
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD015 - Quantidade de economias ativas atingidas por interrupções sistemáticas;[Amostras];QD015;Quantidade de economias ativas atingidas por interrupções sistemáticas
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD016 - Quantidade de amostras analisadas para aferição de coliformes fecais;[Amostras/ano];QD016;Quantidade de amostras analisadas para aferição de coliformes fecais
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD017 - Quantidade de amostras analisadas para aferição de coliformes fecais, com resultados fora do padrão;[Amostras/ano];QD017;Quantidade de amostras analisadas para aferição de coliformes fecais, com resultados fora do padrão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD019 - Quantidade mínima de amostras para turbidez (obrigatórias);[Interrupções/ano];QD019;Quantidade mínima de amostras para turbidez (obrigatórias)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD020 - Quantidade mínima de amostras para cloro residual (obrigatórias);[Horas/ano];QD020;Quantidade mínima de amostras para cloro residual (obrigatórias)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD021 - Quantidade de interrupções sistemáticas;[Reclamações/ano];QD021;Quantidade de interrupções sistemáticas
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD022 - Duração das interrupções sistemáticas;[Serviços/ano];QD022;Duração das interrupções sistemáticas
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD023 - Quantidade de reclamações ou solicitações de serviços;[Horas/ano];QD023;Quantidade de reclamações ou solicitações de serviços
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD024 - Quantidade de serviços executados;[Amostras/ano];QD024;Quantidade de serviços executados
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD025 - Tempo total de execução dos serviços;[Amostras/ano];QD025;Tempo total de execução dos serviços
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD026 - Quantidade de amostras para coliformes totais (analisadas);[Amostras/ano];QD026;Quantidade de amostras para coliformes totais (analisadas)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD027 - Quantidade de amostras para coliformes totais com resultados fora do padrão;;QD027;Quantidade de amostras para coliformes totais com resultados fora do padrão
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD028 - Quantidade mínima de amostras para coliformes totais (obrigatórias);[Sim/Não];QD028;Quantidade mínima de amostras para coliformes totais (obrigatórias)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;AE - Informações de qualidade;QD029 - Atendimento integral da portaria 518/04;[Sim/Não];QD029;Atendimento integral da portaria 518/04
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS003 - O próprio gerador ou empresa contratada por ele;[Tonelada/ano];RS003;O próprio gerador ou empresa contratada por ele
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS004 - A coleta diferenciada realizada pela Prefeitura é cobrada separadamente?;[tonelada];RS004;A coleta diferenciada realizada pela Prefeitura é cobrada separadamente?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS008 - Próprio gerador ou empresa contratada por ele;[Sim/Não];RS008;Próprio gerador ou empresa contratada por ele
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS009 - Quantidade de RSS coletada por 'outros executores' da coleta diferenciada de RSS;[Sim/Não];RS009;Quantidade de RSS coletada por 'outros executores' da coleta diferenciada de RSS
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS020 - Existe no município a coleta diferenciada de resíduos sólidos dos serviços de saúde executada pela Prefeitura, pelo próprio gerador ou por empresas contratadas por eles?;;RS020;Existe no município a coleta diferenciada de resíduos sólidos dos serviços de saúde executada pela Prefeitura, pelo próprio gerador ou por empresas contratadas por eles?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS021 - Existência de coleta diferenciada de RSS executada pela prefeitura ou empresas contratadas por ela;;RS021;Existência de coleta diferenciada de RSS executada pela prefeitura ou empresas contratadas por ela
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS022 - Existência de coleta diferenciada de RSS executada por outros agentes;;RS022;Existência de coleta diferenciada de RSS executada por outros agentes
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS023 - Especificação de outros agentes executores da coleta diferenciada de RSS;[R$/tonelada];RS023;Especificação de outros agentes executores da coleta diferenciada de RSS
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS024 - Existência de outra forma de coleta diferenciada de RSS;[Sim/Não];RS024;Existência de outra forma de coleta diferenciada de RSS
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS025 - Valor cobrado pela prefeitura para prestação da coleta de RSS;;RS025;Valor cobrado pela prefeitura para prestação da coleta de RSS
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS026 - A prefeitura exerce algum tipo de controle sobre os executores (externos)?;[Tonelada/ano];RS026;A prefeitura exerce algum tipo de controle sobre os executores (externos)?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS027 - Especifique, sucintamente, qual tipo de controle;[Sim/Não];RS027;Especifique, sucintamente, qual tipo de controle
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS028 - Prefeitura ou empresa contratada por ela;;RS028;Prefeitura ou empresa contratada por ela
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS030 - O município envia RSS coletados para outro município?;[R$/ano];RS030;O município envia RSS coletados para outro município?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS031 - Municípios para onde são remetidos os RSS;[Sim/Não];RS031;Municípios para onde são remetidos os RSS
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS034 - Despesas com outro(s) agente(s) executor(es) da coleta de resíduos dos serviços de saúde;[Sim/Não];RS034;Despesas com outro(s) agente(s) executor(es) da coleta de resíduos dos serviços de saúde
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS036 - Em veículo destinado à coleta domiciliar, porém em viagem exclusiva;;RS036;Em veículo destinado à coleta domiciliar, porém em viagem exclusiva
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS038 - Em veículo exclusivo;[Sim/Não];RS038;Em veículo exclusivo
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS039 - Especificação de outras formas de coleta diferenciada de RSS;[R$/tonelada];RS039;Especificação de outras formas de coleta diferenciada de RSS
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS040 - No caso dos RSS dos serviços públicos de saúde, o serviço de coleta diferenciada destes resíduos é executado por empresa(s) contratada(s)?;[Sim/Não];RS040;No caso dos RSS dos serviços públicos de saúde, o serviço de coleta diferenciada destes resíduos é executado por empresa(s) contratada(s)?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS041 - Valor contratual (preço unitário) do serviço de coleta diferenciada dos RSS (em 31/12 no ano de referência);[R$/tonelada];RS041;Valor contratual (preço unitário) do serviço de coleta diferenciada dos RSS (em 31/12 no ano de referência)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS042 - No preço acima está incluso algum tipo de tratamento para os RSS coletados?;[Tonelada/ano];RS042;No preço acima está incluso algum tipo de tratamento para os RSS coletados?
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS043 - Valor contratual (preço unitário) do serviço de tratamento dos RSS (em 31/12 no ano de referência);[Sim/Não];RS043;Valor contratual (preço unitário) do serviço de tratamento dos RSS (em 31/12 no ano de referência)
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS044 - Quantidade total de RSS coletada pelos agentes executores;[Sim/Não];RS044;Quantidade total de RSS coletada pelos agentes executores
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS045 - Prefeitura ou SLU;[Empregados];RS045;Prefeitura ou SLU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre coleta de resíduos sólidos dos serviços de saúde;RS046 - Empresa contratada pela Prefeitura ou pelo SLU;[Empregados];RS046;Empresa contratada pela Prefeitura ou pelo SLU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB001 - Quantidade de coletadores e motoristas de agentes públicos, alocados no serviço de coleta de RDO e RPU;[Empregados];TB001;Quantidade de coletadores e motoristas de agentes públicos, alocados no serviço de coleta de RDO e RPU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB002 - Quantidade de coletadores e motoristas de agentes privados, alocados no serviço de coleta de RDO e RPU;[Empregados];TB002;Quantidade de coletadores e motoristas de agentes privados, alocados no serviço de coleta de RDO e RPU
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB003 - Quantidade de varredores dos agentes públicos, alocados no serviço de varrição;[Empregados];TB003;Quantidade de varredores dos agentes públicos, alocados no serviço de varrição
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB004 - Quantidade de varredores de agentes privados, alocados no serviço de varrição;[Empregados];TB004;Quantidade de varredores de agentes privados, alocados no serviço de varrição
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB005 - Quantidade de empregados dos agentes públicos envolvidos com os serviços de capina e roçada;[Empregados];TB005;Quantidade de empregados dos agentes públicos envolvidos com os serviços de capina e roçada
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB006 - Quantidade de empregados dos agentes privados envolvidos com os serviços de capina e roçada;[Empregados];TB006;Quantidade de empregados dos agentes privados envolvidos com os serviços de capina e roçada
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB007 - Quantidade de trabalhadores dos agentes públicos alocados em serviços das unidades de processamento;[Empregados];TB007;Quantidade de trabalhadores dos agentes públicos alocados em serviços das unidades de processamento
municipios;Municípios;consolidado-municipio;Informações e indicadores municipais consolidados;RS - Informações sobre trabalhadores remunerados;TB008 - Quantidade de empregados dos agentes privados;[Empregados];TB008;Quantidade de empregados dos agentes privados
